,VideoID,Attention,Mediation,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,age,gender
123,0.0,24.0,91.0,946374.0,134512.0,32208.0,10813.0,4270.0,14117.0,42212.0,7154.0,25,1
7523,8.0,47.0,64.0,965968.0,10595.0,13995.0,23573.0,3132.0,3435.0,2666.0,557.0,24,1
1952,5.0,48.0,48.0,182102.0,73200.0,25897.0,18952.0,21735.0,6097.0,4745.0,3843.0,24,1
10973,5.0,67.0,50.0,2584298.0,622550.0,318828.0,128323.0,109541.0,163673.0,50666.0,9833.0,25,1
12651,8.0,56.0,56.0,715862.0,43595.0,10328.0,10597.0,8361.0,11015.0,15592.0,6860.0,24,0
8072,2.0,0.0,0.0,77432.0,55604.0,4374.0,6891.0,8974.0,170624.0,89610.0,30149.0,24,1
3204,4.0,54.0,90.0,4492.0,16494.0,17371.0,17349.0,10932.0,26743.0,11942.0,5664.0,31,1
3160,4.0,77.0,63.0,20896.0,21102.0,11604.0,8517.0,16048.0,22520.0,11280.0,3972.0,31,1
5492,2.0,67.0,77.0,5612.0,20223.0,11571.0,15745.0,9547.0,11487.0,4806.0,5237.0,24,1
2919,2.0,69.0,87.0,9626.0,4282.0,7480.0,722.0,1219.0,8293.0,2164.0,2117.0,31,1
3011,3.0,37.0,53.0,7143.0,19223.0,7479.0,7382.0,9315.0,2634.0,3845.0,1299.0,31,1
906,7.0,37.0,29.0,266242.0,83744.0,17138.0,5366.0,2807.0,17987.0,6888.0,9070.0,25,1
5221,0.0,54.0,66.0,782380.0,137918.0,48147.0,7582.0,13993.0,11432.0,19732.0,15967.0,24,1
11882,2.0,51.0,26.0,548297.0,80805.0,10008.0,10842.0,12911.0,40735.0,6358.0,517.0,24,0
10684,3.0,60.0,70.0,44341.0,31679.0,34574.0,4102.0,11136.0,4501.0,4279.0,6406.0,25,1
6134,7.0,35.0,10.0,159327.0,96734.0,8198.0,12956.0,22630.0,29645.0,11081.0,15938.0,24,1
9948,7.0,30.0,50.0,671263.0,69898.0,45124.0,19021.0,12306.0,30553.0,19738.0,25085.0,25,1
5272,0.0,64.0,40.0,502313.0,327138.0,24992.0,10748.0,16487.0,22279.0,10328.0,7089.0,24,1
10521,1.0,47.0,64.0,1897659.0,276417.0,28376.0,38281.0,10765.0,22969.0,18216.0,10517.0,25,1
3132,4.0,69.0,91.0,9555.0,9647.0,16155.0,6288.0,7966.0,39589.0,31586.0,10655.0,31,1
1891,4.0,27.0,60.0,982060.0,218264.0,79311.0,22182.0,30485.0,16935.0,8083.0,3536.0,24,1
5038,9.0,38.0,54.0,2303485.0,1407662.0,288154.0,99779.0,56431.0,208994.0,48958.0,29609.0,28,0
8959,9.0,0.0,0.0,573093.0,159197.0,170027.0,86474.0,43596.0,58992.0,63677.0,77823.0,24,1
12630,8.0,41.0,50.0,1355422.0,45137.0,13521.0,47922.0,4792.0,15584.0,27993.0,7021.0,24,0
295,2.0,54.0,53.0,247297.0,8311.0,548.0,2581.0,1209.0,6683.0,3116.0,694.0,25,1
1046,8.0,54.0,4.0,697873.0,182180.0,3414.0,4989.0,12847.0,16273.0,29746.0,5863.0,25,1
10783,3.0,47.0,44.0,2067321.0,40603.0,23877.0,3854.0,20703.0,22549.0,11095.0,10640.0,25,1
4950,8.0,66.0,67.0,1333983.0,267544.0,108216.0,36003.0,34770.0,21020.0,9809.0,8582.0,28,0
2993,3.0,53.0,67.0,4587.0,9081.0,3799.0,9527.0,3358.0,4903.0,895.0,2264.0,31,1
1785,4.0,41.0,41.0,342717.0,72605.0,16603.0,5333.0,18872.0,12343.0,12010.0,4019.0,24,1
9840,6.0,50.0,54.0,485337.0,333391.0,25712.0,20669.0,31755.0,37388.0,21944.0,16110.0,25,1
286,2.0,43.0,64.0,1135427.0,402497.0,46213.0,76037.0,7967.0,45682.0,38238.0,25079.0,25,1
5246,0.0,91.0,43.0,19747.0,31517.0,4211.0,3157.0,4730.0,16275.0,11402.0,3892.0,24,1
4279,3.0,0.0,0.0,875629.0,163216.0,280666.0,13197.0,66018.0,24397.0,24540.0,3707.0,28,0
1758,3.0,1.0,38.0,1377618.0,1258785.0,137554.0,79307.0,40745.0,85926.0,12285.0,5822.0,24,1
4850,7.0,48.0,35.0,542396.0,56537.0,1588.0,2926.0,4520.0,808.0,466.0,618.0,28,0
1284,0.0,54.0,60.0,380064.0,210266.0,30812.0,5782.0,10248.0,16158.0,2083.0,4562.0,24,1
11510,9.0,60.0,47.0,1388891.0,63516.0,27017.0,16323.0,11236.0,20848.0,6127.0,2946.0,25,1
8009,2.0,0.0,0.0,20831.0,34752.0,3348.0,14478.0,14862.0,53432.0,17094.0,36230.0,24,1
10822,4.0,21.0,53.0,566685.0,286932.0,45355.0,9840.0,7499.0,9910.0,5332.0,3243.0,25,1
4102,1.0,64.0,67.0,1102001.0,39653.0,49045.0,56870.0,24386.0,15745.0,7361.0,9702.0,28,0
6827,2.0,56.0,83.0,1752198.0,144474.0,29924.0,31240.0,20968.0,19156.0,7467.0,5289.0,24,1
8628,7.0,0.0,0.0,1979793.0,54463.0,109856.0,95673.0,58046.0,165657.0,102431.0,110790.0,24,1
8893,9.0,0.0,0.0,196566.0,100546.0,30880.0,226651.0,49452.0,162227.0,132718.0,110214.0,24,1
11007,5.0,26.0,54.0,1188317.0,1126348.0,633801.0,118813.0,66217.0,54456.0,41558.0,19024.0,25,1
9412,3.0,4.0,78.0,3324666.0,1290822.0,123919.0,154862.0,72128.0,43380.0,53388.0,23931.0,25,1
549,4.0,30.0,57.0,1873226.0,204442.0,64598.0,12011.0,34830.0,18276.0,33577.0,17561.0,25,1
3154,4.0,83.0,51.0,5205.0,19290.0,6829.0,13358.0,14182.0,20817.0,11158.0,3646.0,31,1
6874,2.0,60.0,87.0,1829449.0,705096.0,307552.0,263824.0,144311.0,140602.0,108847.0,14017.0,24,1
4454,4.0,20.0,61.0,402650.0,550357.0,47654.0,87428.0,19837.0,13655.0,11404.0,4429.0,28,0
10701,3.0,66.0,48.0,3175459.0,303269.0,11902.0,37268.0,15991.0,21980.0,11028.0,13559.0,25,1
7905,1.0,0.0,0.0,322605.0,112612.0,119760.0,57529.0,20785.0,465846.0,173505.0,76277.0,24,1
4609,5.0,41.0,43.0,869031.0,505678.0,16096.0,26461.0,32236.0,13372.0,12555.0,9056.0,28,0
5960,6.0,43.0,50.0,28620.0,16580.0,9785.0,20974.0,6754.0,8183.0,5242.0,5099.0,24,1
5950,6.0,30.0,64.0,1836449.0,135761.0,154142.0,67203.0,55652.0,29293.0,46551.0,24370.0,24,1
11277,7.0,70.0,48.0,282992.0,16589.0,12240.0,8992.0,9385.0,23658.0,10169.0,6461.0,25,1
9327,2.0,80.0,60.0,48624.0,8450.0,5893.0,8384.0,10328.0,15349.0,10617.0,18776.0,25,1
2586,0.0,77.0,34.0,8757.0,8880.0,1611.0,4487.0,2411.0,4428.0,2902.0,1018.0,31,1
4291,3.0,0.0,0.0,1672563.0,31085.0,6134.0,7945.0,3339.0,33150.0,16892.0,318.0,28,0
11591,0.0,13.0,38.0,2896998.0,998251.0,119037.0,128405.0,10489.0,174641.0,52400.0,9335.0,24,0
7807,0.0,0.0,0.0,1252675.0,98354.0,125232.0,74500.0,45745.0,76816.0,70671.0,95617.0,24,1
5359,1.0,14.0,29.0,1175064.0,101104.0,4634.0,11582.0,6523.0,5699.0,5933.0,8937.0,24,1
8600,6.0,0.0,0.0,236679.0,118330.0,5889.0,6608.0,43988.0,12185.0,22550.0,11686.0,24,1
11287,7.0,43.0,41.0,2006170.0,956797.0,55413.0,65896.0,31681.0,16788.0,31565.0,12048.0,25,1
11629,0.0,50.0,53.0,59416.0,27656.0,1312.0,6225.0,3173.0,12234.0,3632.0,367.0,24,0
6916,3.0,29.0,47.0,1023508.0,470742.0,114956.0,30271.0,30621.0,9123.0,5997.0,4428.0,24,1
2377,8.0,29.0,60.0,118621.0,72018.0,48652.0,18863.0,22858.0,9114.0,5835.0,3544.0,24,1
10504,1.0,53.0,83.0,20323.0,20498.0,20643.0,10506.0,5394.0,10069.0,5701.0,2996.0,25,1
4438,4.0,4.0,24.0,235578.0,186148.0,22060.0,5600.0,10637.0,6807.0,2579.0,4727.0,28,0
12236,5.0,54.0,4.0,481582.0,30265.0,1899.0,5758.0,915.0,4609.0,11704.0,2194.0,24,0
4954,8.0,64.0,74.0,833542.0,39301.0,25954.0,12388.0,10401.0,7085.0,3768.0,1541.0,28,0
7077,4.0,54.0,67.0,256987.0,13176.0,14849.0,4467.0,2201.0,2408.0,1733.0,332.0,24,1
8117,2.0,0.0,0.0,258946.0,167875.0,11050.0,5081.0,37140.0,252043.0,307321.0,50030.0,24,1
6025,6.0,34.0,56.0,1237.0,19280.0,5491.0,6328.0,8489.0,4394.0,3617.0,9045.0,24,1
9889,6.0,48.0,57.0,674040.0,140368.0,7246.0,36635.0,25786.0,35729.0,20172.0,25501.0,25,1
11376,8.0,48.0,44.0,1121992.0,108894.0,35729.0,42002.0,12354.0,23013.0,16701.0,24642.0,25,1
8261,4.0,0.0,0.0,678703.0,396916.0,44627.0,46487.0,42558.0,239771.0,142926.0,36143.0,24,1
3698,8.0,61.0,67.0,4036.0,17865.0,10378.0,18079.0,9192.0,4907.0,2169.0,1312.0,31,1
5479,2.0,56.0,54.0,1157781.0,36418.0,10922.0,5213.0,6882.0,2888.0,432.0,631.0,24,1
2585,0.0,64.0,24.0,7181.0,8814.0,1021.0,1439.0,10129.0,7428.0,1975.0,2544.0,31,1
1303,0.0,38.0,75.0,483955.0,110982.0,22927.0,9937.0,4199.0,4733.0,1236.0,788.0,24,1
3115,4.0,13.0,47.0,3510.0,24238.0,9968.0,12040.0,32531.0,16957.0,5045.0,8451.0,31,1
7220,5.0,67.0,74.0,63453.0,15500.0,2790.0,792.0,614.0,1006.0,684.0,152.0,24,1
3857,0.0,34.0,66.0,201766.0,18211.0,13355.0,12681.0,5345.0,4439.0,3071.0,571.0,28,0
9979,7.0,40.0,37.0,1412687.0,134490.0,44505.0,23144.0,27665.0,93891.0,68743.0,28331.0,25,1
10038,8.0,70.0,40.0,253051.0,253800.0,98668.0,10734.0,16825.0,88806.0,22063.0,19656.0,25,1
5292,0.0,57.0,30.0,210021.0,12468.0,1218.0,1187.0,1571.0,3465.0,1044.0,919.0,24,1
12107,4.0,40.0,54.0,833271.0,113171.0,49832.0,10432.0,11811.0,5029.0,12132.0,1685.0,24,0
3105,4.0,74.0,50.0,28533.0,14081.0,8809.0,19225.0,8040.0,16671.0,6468.0,16700.0,31,1
11833,1.0,35.0,66.0,723114.0,151488.0,100161.0,166069.0,86346.0,87280.0,56767.0,10679.0,24,0
8297,4.0,0.0,0.0,465058.0,164766.0,102005.0,62356.0,32149.0,216459.0,363206.0,79476.0,24,1
8784,8.0,0.0,0.0,1123202.0,501796.0,144727.0,99334.0,44197.0,135845.0,59297.0,64722.0,24,1
1613,2.0,30.0,56.0,53768.0,86389.0,4400.0,15563.0,2525.0,3192.0,1470.0,797.0,24,1
10067,8.0,44.0,54.0,450427.0,190943.0,64124.0,6421.0,23672.0,17770.0,31547.0,13486.0,25,1
4096,1.0,83.0,37.0,36800.0,8140.0,908.0,2242.0,4205.0,3933.0,1029.0,1069.0,28,0
5909,5.0,66.0,53.0,25984.0,25715.0,10134.0,11097.0,5353.0,14226.0,5918.0,3909.0,24,1
7991,1.0,0.0,0.0,303031.0,267160.0,83880.0,29833.0,43652.0,255123.0,379003.0,52464.0,24,1
3208,4.0,60.0,60.0,2434.0,21083.0,1760.0,5846.0,12243.0,24900.0,8297.0,7994.0,31,1
8197,3.0,0.0,0.0,530276.0,85237.0,22184.0,25343.0,29589.0,35817.0,20606.0,13161.0,24,1
3295,5.0,84.0,80.0,9804.0,3002.0,2664.0,13918.0,15478.0,6372.0,11518.0,4028.0,31,1
3352,6.0,60.0,74.0,15078.0,6108.0,22308.0,7619.0,8123.0,5290.0,2306.0,2541.0,31,1
5563,2.0,60.0,75.0,3728.0,6798.0,1941.0,2619.0,3742.0,3566.0,1600.0,2365.0,24,1
467,3.0,44.0,61.0,1139275.0,231657.0,65519.0,38654.0,14975.0,127949.0,66756.0,27807.0,25,1
3616,8.0,57.0,53.0,6887.0,6407.0,2093.0,2291.0,3066.0,5873.0,2333.0,1507.0,31,1
7037,4.0,37.0,29.0,2979322.0,498981.0,99114.0,64179.0,34312.0,69086.0,26165.0,8380.0,24,1
3781,9.0,30.0,63.0,16868.0,14151.0,5105.0,8339.0,16494.0,3116.0,4663.0,1225.0,31,1
4884,7.0,78.0,61.0,373165.0,596560.0,20505.0,15757.0,10915.0,40132.0,12593.0,10862.0,28,0
9097,0.0,40.0,48.0,1529902.0,219484.0,51381.0,50451.0,67005.0,97504.0,61565.0,31405.0,25,1
106,0.0,51.0,64.0,655645.0,90881.0,51657.0,12105.0,10240.0,12386.0,17857.0,12219.0,25,1
9649,4.0,56.0,63.0,24958.0,17105.0,14776.0,20670.0,18008.0,12251.0,14614.0,8951.0,25,1
5611,3.0,88.0,51.0,3660.0,6210.0,12696.0,4179.0,6867.0,3897.0,11801.0,7317.0,24,1
2638,0.0,60.0,37.0,16514.0,38967.0,1518.0,7379.0,6845.0,4029.0,2159.0,1506.0,31,1
5100,9.0,34.0,29.0,1220629.0,921796.0,100988.0,30384.0,32394.0,99168.0,55466.0,15667.0,28,0
12284,5.0,30.0,69.0,601026.0,127236.0,60559.0,21594.0,11254.0,19223.0,16356.0,5795.0,24,0
11737,1.0,75.0,40.0,857408.0,27931.0,19709.0,18685.0,4041.0,7068.0,8559.0,1257.0,24,0
5993,6.0,38.0,53.0,363521.0,78954.0,22383.0,8460.0,9729.0,13667.0,2852.0,5900.0,24,1
411,2.0,38.0,51.0,1860328.0,83733.0,20991.0,12789.0,8268.0,18713.0,9624.0,4920.0,25,1
9211,1.0,69.0,47.0,527019.0,55939.0,3531.0,2284.0,5048.0,4574.0,2389.0,2133.0,25,1
7630,9.0,43.0,50.0,56341.0,13829.0,2904.0,2270.0,2150.0,2265.0,637.0,362.0,24,1
11272,7.0,74.0,48.0,403674.0,30202.0,5080.0,10573.0,20978.0,15581.0,8784.0,9920.0,25,1
10835,4.0,17.0,57.0,1845448.0,138954.0,148515.0,70124.0,23089.0,12712.0,4545.0,5086.0,25,1
8866,9.0,0.0,0.0,585650.0,132781.0,20686.0,27277.0,31612.0,19240.0,16802.0,6269.0,24,1
10226,9.0,69.0,66.0,788659.0,15014.0,11693.0,13543.0,11037.0,37081.0,15492.0,15167.0,25,1
5820,4.0,53.0,64.0,13145.0,25191.0,8080.0,4810.0,9175.0,6190.0,7648.0,5252.0,24,1
5478,2.0,56.0,54.0,132030.0,58855.0,5551.0,5990.0,4524.0,5857.0,2330.0,1205.0,24,1
3946,0.0,23.0,53.0,2304345.0,220167.0,131888.0,88003.0,27411.0,44245.0,26749.0,4229.0,28,0
1503,1.0,51.0,81.0,371141.0,27312.0,7589.0,39798.0,7617.0,17153.0,4128.0,2645.0,24,1
5751,4.0,77.0,91.0,260128.0,13449.0,9421.0,9907.0,11986.0,15063.0,7099.0,7904.0,24,1
7044,4.0,38.0,64.0,281673.0,165764.0,12355.0,58803.0,9215.0,9902.0,7465.0,1725.0,24,1
6914,3.0,38.0,44.0,921852.0,427267.0,38475.0,19834.0,18397.0,21351.0,28043.0,5274.0,24,1
4004,1.0,64.0,75.0,113330.0,179872.0,32537.0,61817.0,25813.0,13113.0,10153.0,9596.0,28,0
4220,2.0,70.0,66.0,1128787.0,198418.0,160871.0,22253.0,22211.0,26440.0,10081.0,8158.0,28,0
4695,6.0,23.0,29.0,572786.0,161242.0,30445.0,7753.0,20862.0,4847.0,1307.0,2613.0,28,0
10120,8.0,41.0,57.0,77690.0,13651.0,3039.0,2213.0,340.0,1458.0,818.0,2074.0,25,1
9001,0.0,37.0,34.0,395231.0,111198.0,6750.0,13647.0,20562.0,74714.0,17766.0,20554.0,25,1
1862,4.0,26.0,47.0,520161.0,286140.0,28088.0,25166.0,13202.0,11524.0,6284.0,1592.0,24,1
7267,6.0,54.0,77.0,209884.0,26942.0,51019.0,8742.0,6807.0,7246.0,4084.0,1597.0,24,1
9666,5.0,1.0,56.0,607721.0,114551.0,17426.0,31678.0,32677.0,17250.0,76914.0,18794.0,25,1
5908,5.0,69.0,63.0,2811.0,20903.0,2847.0,8915.0,6016.0,11171.0,9979.0,3785.0,24,1
2360,8.0,37.0,61.0,729714.0,395215.0,23982.0,28011.0,62469.0,16611.0,8371.0,6134.0,24,1
6213,8.0,54.0,57.0,31372.0,56229.0,58601.0,76495.0,48776.0,40460.0,11224.0,12888.0,24,1
8339,4.0,0.0,0.0,804484.0,137457.0,25816.0,72991.0,42445.0,340346.0,482468.0,106637.0,24,1
2133,6.0,44.0,66.0,273926.0,147935.0,44736.0,9834.0,13393.0,3334.0,1866.0,1883.0,24,1
9139,1.0,21.0,53.0,520469.0,718036.0,48021.0,88721.0,63159.0,29967.0,62231.0,27284.0,25,1
2406,8.0,43.0,60.0,175087.0,40327.0,4886.0,3011.0,19822.0,2930.0,1239.0,796.0,24,1
29,0.0,26.0,43.0,731447.0,69065.0,23286.0,9017.0,4767.0,12942.0,18230.0,2111.0,25,1
4693,6.0,51.0,60.0,421541.0,158053.0,10954.0,10992.0,5792.0,7371.0,3640.0,1836.0,28,0
5076,9.0,34.0,67.0,325096.0,125783.0,95525.0,24735.0,26945.0,30657.0,12946.0,3698.0,28,0
2801,1.0,44.0,70.0,16803.0,13896.0,12333.0,1547.0,9258.0,5225.0,2969.0,2905.0,31,1
4010,1.0,70.0,70.0,586710.0,124846.0,37348.0,30547.0,26640.0,6503.0,8725.0,5680.0,28,0
7090,4.0,50.0,48.0,759375.0,43249.0,9132.0,8792.0,7323.0,11452.0,5217.0,2381.0,24,1
10613,2.0,44.0,51.0,166827.0,64628.0,1932.0,7406.0,3927.0,6681.0,6706.0,2024.0,25,1
4560,5.0,50.0,44.0,770466.0,56991.0,12632.0,2575.0,4424.0,3939.0,2218.0,1652.0,28,0
568,4.0,63.0,51.0,368959.0,44261.0,24936.0,7489.0,22516.0,26556.0,60099.0,21509.0,25,1
5890,5.0,54.0,100.0,8267.0,14109.0,5184.0,12610.0,3985.0,4437.0,3781.0,1103.0,24,1
11031,5.0,35.0,61.0,253036.0,448855.0,87368.0,98302.0,228075.0,37651.0,29773.0,27380.0,25,1
3573,7.0,47.0,67.0,23627.0,4757.0,3623.0,14659.0,13632.0,4987.0,5865.0,2732.0,31,1
1245,9.0,63.0,61.0,189981.0,20393.0,974.0,24342.0,12529.0,28799.0,16468.0,7946.0,25,1
7551,8.0,30.0,48.0,121563.0,73881.0,4887.0,4357.0,3536.0,957.0,1688.0,1088.0,24,1
10215,9.0,61.0,63.0,3907.0,12421.0,16972.0,16523.0,11889.0,12759.0,8856.0,11262.0,25,1
1458,1.0,21.0,26.0,1271388.0,417032.0,10141.0,31565.0,31218.0,7000.0,16751.0,4273.0,24,1
1943,5.0,83.0,54.0,11727.0,3986.0,40236.0,19826.0,36201.0,8952.0,4057.0,6256.0,24,1
1835,4.0,63.0,43.0,1536814.0,24555.0,2259.0,3944.0,7499.0,5878.0,6600.0,6761.0,24,1
316,2.0,48.0,56.0,719432.0,136470.0,22849.0,13215.0,57671.0,34328.0,53757.0,11839.0,25,1
108,0.0,54.0,67.0,127555.0,44482.0,21549.0,36369.0,35485.0,60862.0,45573.0,47922.0,25,1
10127,8.0,70.0,38.0,503486.0,91668.0,16132.0,21536.0,16479.0,26113.0,31807.0,19097.0,25,1
4058,1.0,57.0,57.0,82052.0,233838.0,125799.0,19010.0,7062.0,17795.0,16332.0,3562.0,28,0
11371,8.0,30.0,53.0,570432.0,241190.0,53418.0,23156.0,6428.0,14343.0,2796.0,1123.0,25,1
3601,8.0,44.0,74.0,7808.0,11474.0,3943.0,8941.0,5674.0,4192.0,1488.0,1361.0,31,1
3545,7.0,44.0,53.0,6578.0,13011.0,2014.0,3109.0,12507.0,8785.0,3756.0,2435.0,31,1
9625,4.0,78.0,35.0,10603.0,29987.0,3073.0,11062.0,17428.0,35897.0,3551.0,6308.0,25,1
8368,4.0,0.0,0.0,544428.0,256429.0,58986.0,71012.0,59877.0,166877.0,325375.0,23513.0,24,1
10197,9.0,64.0,48.0,7104.0,8083.0,14109.0,4307.0,10327.0,21934.0,14430.0,9623.0,25,1
5587,3.0,37.0,17.0,1964577.0,313204.0,56834.0,20616.0,95236.0,86877.0,12461.0,7061.0,24,1
12535,7.0,29.0,44.0,1249896.0,71802.0,24863.0,11071.0,8749.0,17549.0,9135.0,1259.0,24,0
8106,2.0,0.0,0.0,1171775.0,686462.0,53751.0,160650.0,188158.0,1369260.0,1696053.0,211299.0,24,1
3393,6.0,51.0,51.0,4244.0,36283.0,2062.0,1231.0,10314.0,3240.0,4214.0,2407.0,31,1
10661,2.0,54.0,16.0,419967.0,238062.0,40719.0,21532.0,14637.0,18245.0,7718.0,3306.0,25,1
2678,0.0,51.0,51.0,9662.0,1410.0,3616.0,6238.0,4688.0,6313.0,1967.0,2714.0,31,1
6537,0.0,44.0,40.0,97672.0,119355.0,22974.0,5383.0,4656.0,21651.0,8342.0,1583.0,24,1
4387,3.0,0.0,0.0,1712005.0,361273.0,27700.0,117317.0,22478.0,100498.0,75072.0,2600.0,28,0
2715,1.0,37.0,38.0,10657.0,6223.0,7777.0,8323.0,4347.0,4542.0,5181.0,1649.0,31,1
4420,4.0,35.0,75.0,1508435.0,116851.0,59366.0,52912.0,9983.0,15465.0,10529.0,6438.0,28,0
7914,1.0,0.0,0.0,510082.0,85737.0,15979.0,47795.0,17734.0,186168.0,285595.0,128240.0,24,1
11520,9.0,44.0,44.0,2124899.0,83252.0,11551.0,3109.0,8307.0,9276.0,13409.0,2029.0,25,1
5312,1.0,27.0,30.0,1560713.0,202899.0,105413.0,18876.0,30193.0,12335.0,8464.0,4362.0,24,1
4448,4.0,1.0,56.0,889571.0,741347.0,500808.0,60274.0,62082.0,35494.0,28990.0,18074.0,28,0
3274,5.0,100.0,56.0,8397.0,15315.0,7957.0,4941.0,9915.0,27921.0,3488.0,3273.0,31,1
4663,6.0,60.0,60.0,1431060.0,742300.0,27505.0,31436.0,8535.0,14726.0,22161.0,7077.0,28,0
8015,2.0,0.0,0.0,690466.0,132715.0,27194.0,44723.0,59241.0,257279.0,157664.0,38392.0,24,1
3526,7.0,54.0,66.0,29755.0,8438.0,11719.0,5661.0,2260.0,7498.0,4495.0,1936.0,31,1
973,7.0,74.0,47.0,196435.0,9040.0,992.0,5162.0,6142.0,8630.0,4147.0,9584.0,25,1
9261,1.0,29.0,50.0,819079.0,600893.0,112660.0,39619.0,27280.0,66860.0,22756.0,37286.0,25,1
12760,9.0,20.0,34.0,97822.0,6445.0,2106.0,4977.0,492.0,1252.0,1411.0,81.0,24,0
9691,5.0,23.0,41.0,843650.0,77529.0,18659.0,8294.0,4812.0,8074.0,7821.0,5856.0,25,1
3469,7.0,75.0,35.0,6670.0,14117.0,4614.0,5451.0,13465.0,21468.0,7792.0,6613.0,31,1
10715,3.0,75.0,57.0,321276.0,33826.0,23233.0,4629.0,5064.0,11972.0,3458.0,5329.0,25,1
7383,7.0,60.0,60.0,168852.0,80187.0,11959.0,10545.0,4120.0,16063.0,7936.0,1343.0,24,1
6735,1.0,54.0,53.0,1445409.0,172918.0,14619.0,11379.0,26632.0,21632.0,11296.0,1293.0,24,1
1374,0.0,44.0,57.0,140012.0,45414.0,6630.0,3035.0,6194.0,5481.0,1073.0,850.0,24,1
5652,3.0,35.0,37.0,1041689.0,247746.0,22413.0,26968.0,41848.0,48212.0,31803.0,18783.0,24,1
3894,0.0,38.0,53.0,595967.0,39446.0,21284.0,32832.0,4864.0,5918.0,16651.0,804.0,28,0
7899,1.0,0.0,0.0,733481.0,238346.0,29170.0,35315.0,62073.0,364788.0,489391.0,70583.0,24,1
6400,9.0,60.0,77.0,22652.0,25604.0,9178.0,11524.0,8992.0,9165.0,4738.0,3953.0,24,1
4246,3.0,0.0,0.0,146894.0,23616.0,27213.0,4977.0,3990.0,22119.0,12406.0,571.0,28,0
4417,4.0,21.0,63.0,364441.0,67574.0,28969.0,48973.0,13551.0,14530.0,16983.0,7667.0,28,0
11398,8.0,37.0,41.0,1246980.0,60458.0,4156.0,12595.0,10217.0,7095.0,5892.0,3461.0,25,1
6051,6.0,50.0,48.0,178903.0,6407.0,3569.0,1469.0,2930.0,2299.0,926.0,2890.0,24,1
10,0.0,48.0,38.0,757165.0,186196.0,3242.0,3841.0,18854.0,43021.0,46799.0,11928.0,25,1
9559,4.0,51.0,57.0,13754.0,4708.0,4757.0,32442.0,9126.0,26698.0,19835.0,10690.0,25,1
4012,1.0,47.0,56.0,396484.0,139724.0,2038.0,41510.0,9857.0,9882.0,8883.0,6590.0,28,0
7501,8.0,34.0,37.0,872400.0,1509446.0,87627.0,52953.0,23691.0,83671.0,21126.0,8851.0,24,1
1426,1.0,30.0,60.0,398617.0,42956.0,8121.0,38526.0,28185.0,7122.0,6971.0,4362.0,24,1
11786,1.0,21.0,57.0,1643621.0,35426.0,69543.0,69674.0,50376.0,46425.0,22453.0,6683.0,24,0
6702,1.0,74.0,66.0,94323.0,30175.0,8906.0,1076.0,9430.0,3690.0,1615.0,1249.0,24,1
10217,9.0,57.0,64.0,11368.0,19515.0,25701.0,14520.0,29826.0,16676.0,16943.0,6011.0,25,1
718,5.0,27.0,14.0,876130.0,174600.0,14111.0,45335.0,35673.0,24972.0,29165.0,6617.0,25,1
9166,1.0,63.0,57.0,848402.0,70884.0,18253.0,27964.0,33912.0,21136.0,11740.0,10448.0,25,1
9811,6.0,78.0,54.0,10249.0,21720.0,5052.0,6813.0,22611.0,29323.0,13665.0,11254.0,25,1
6480,0.0,47.0,56.0,874199.0,369306.0,52599.0,64886.0,36663.0,70673.0,44841.0,4242.0,24,1
11851,2.0,30.0,100.0,681148.0,281549.0,284580.0,21775.0,24683.0,53996.0,44998.0,11455.0,24,0
7828,0.0,0.0,0.0,89292.0,11417.0,4793.0,3147.0,9315.0,7274.0,4224.0,1426.0,24,1
735,5.0,26.0,67.0,250700.0,49068.0,9383.0,7625.0,3406.0,11758.0,14610.0,2565.0,25,1
5404,1.0,48.0,29.0,257074.0,376929.0,79099.0,11423.0,20487.0,30004.0,18152.0,10041.0,24,1
7666,9.0,40.0,57.0,196995.0,70857.0,28535.0,4681.0,7632.0,6836.0,5445.0,1721.0,24,1
323,2.0,43.0,35.0,892327.0,416229.0,3477.0,32801.0,36956.0,31725.0,55862.0,37080.0,25,1
5576,3.0,30.0,34.0,634865.0,63980.0,3264.0,5591.0,2636.0,3611.0,6328.0,4468.0,24,1
2140,6.0,30.0,67.0,128504.0,112540.0,44245.0,23722.0,17179.0,7080.0,3042.0,1118.0,24,1
4877,7.0,47.0,29.0,454278.0,238656.0,47784.0,16924.0,39867.0,19577.0,10266.0,5190.0,28,0
5419,1.0,56.0,56.0,148210.0,74097.0,4693.0,23152.0,22081.0,9558.0,6601.0,8488.0,24,1
909,7.0,43.0,47.0,901394.0,167377.0,52143.0,58320.0,14167.0,55457.0,17300.0,29848.0,25,1
2627,0.0,80.0,29.0,16031.0,12658.0,2846.0,1870.0,2059.0,4536.0,3833.0,3778.0,31,1
9632,4.0,88.0,41.0,4299.0,8437.0,4857.0,3139.0,15076.0,20520.0,15843.0,26689.0,25,1
496,3.0,74.0,41.0,612591.0,23353.0,7506.0,3591.0,7652.0,13034.0,5044.0,10213.0,25,1
9772,5.0,38.0,53.0,105008.0,26495.0,8816.0,5105.0,3619.0,3719.0,4165.0,1677.0,25,1
9306,2.0,69.0,51.0,38416.0,52824.0,14048.0,18747.0,28582.0,29149.0,24363.0,28154.0,25,1
